DATE|IMSI|PRIMARY INTEREST|SECONDARY INTEREST|WEIGHTING
FEBRUARY 2016|123456700000521|News & Media|Science|7
FEBRUARY 2016|123456700000521|News & Media|News|80
FEBRUARY 2016|123456700000522|Sport|Soccer|26
FEBRUARY 2016|123456700000522|Sport|Soccer|42
FEBRUARY 2016|123456700000522|Arts & Entertainment|TV & Video|40
FEBRUARY 2016|123456700000522|Finance|Banking|33
FEBRUARY 2016|123456700000522|Arts & Entertainment|TV & Video|23
FEBRUARY 2016|123456700000523|News & Media|Magazines & E-Zines|18
FEBRUARY 2016|123456700000523|Sport|Sport|50
FEBRUARY 2016|123456700000523|Sport|Sport|60
FEBRUARY 2016|123456700000523|Sport|Soccer|17
FEBRUARY 2016|123456700000523|News & Media|News|92
FEBRUARY 2016|123456700000524|News & Media|Science|36
FEBRUARY 2016|123456700000524|Sport|Rugby|56
FEBRUARY 2016|123456700000524|Arts & Entertainment|TV & Video|94
FEBRUARY 2016|123456700000524|Sport|Golf|75
FEBRUARY 2016|123456700000524|Arts & Entertainment|TV & Video|98
FEBRUARY 2016|123456700000525|Finance|Banking|100
FEBRUARY 2016|123456700000525|Internet & Telecom|Social Networking|16
FEBRUARY 2016|123456700000525|Internet & Telecom|Social Networking|95
FEBRUARY 2016|123456700000525|Sport|Sport|64
FEBRUARY 2016|123456700000525|Sport|Golf|8
FEBRUARY 2016|123456700000526|News & Media|Magazines & E-Zines|47
FEBRUARY 2016|123456700000526|Sport|Rugby|78
FEBRUARY 2016|123456700000526|Finance|Banking|49
FEBRUARY 2016|123456700000526|Arts & Entertainment|TV & Video|46
FEBRUARY 2016|123456700000526|Sport|Golf|75
FEBRUARY 2016|123456700000527|Finance|Banking|26
FEBRUARY 2016|123456700000527|News & Media|News|99
FEBRUARY 2016|123456700000527|Books & Literature|Book Retailers|69
FEBRUARY 2016|123456700000527|Sport|Golf|15
FEBRUARY 2016|123456700000527|Internet & Telecom|Social Networking|56
FEBRUARY 2016|123456700000528|Sport|Sport|97
FEBRUARY 2016|123456700000528|Sport|Soccer|45
FEBRUARY 2016|123456700000528|News & Media|Magazines & E-Zines|80
FEBRUARY 2016|123456700000528|News & Media|Magazines & E-Zines|64
FEBRUARY 2016|123456700000528|News & Media|News|41
FEBRUARY 2016|123456700000529|Finance|Banking|28
FEBRUARY 2016|123456700000529|Internet & Telecom|Social Networking|2
FEBRUARY 2016|123456700000529|News & Media|Science|69
FEBRUARY 2016|123456700000529|Gambling|Sports Gambling|54
FEBRUARY 2016|123456700000529|News & Media|Magazines & E-Zines|34
FEBRUARY 2016|123456700000530|Sport|Soccer|84
FEBRUARY 2016|123456700000530|News & Media|News|94
FEBRUARY 2016|123456700000530|Sport|Soccer|94
FEBRUARY 2016|123456700000530|News & Media|Magazines & E-Zines|54
FEBRUARY 2016|123456700000530|Sport|Sport|36
FEBRUARY 2016|123456700000531|News & Media|Magazines & E-Zines|30
FEBRUARY 2016|123456700000531|Books & Literature|Book Retailers|49
FEBRUARY 2016|123456700000531|Finance|Banking|6
FEBRUARY 2016|123456700000531|Sport|Sport|82
FEBRUARY 2016|123456700000531|Finance|Banking|45
FEBRUARY 2016|123456700000532|Finance|Banking|38
FEBRUARY 2016|123456700000532|News & Media|Science|19
FEBRUARY 2016|123456700000532|News & Media|Science|69
FEBRUARY 2016|123456700000532|Sport|Soccer|68
FEBRUARY 2016|123456700000532|News & Media|News|81
FEBRUARY 2016|123456700000533|Finance|Banking|34
FEBRUARY 2016|123456700000533|Gambling|Sports Gambling|62
FEBRUARY 2016|123456700000533|News & Media|News|37
FEBRUARY 2016|123456700000533|News & Media|Science|100
FEBRUARY 2016|123456700000533|Sport|Golf|10
FEBRUARY 2016|123456700000534|Sport|Golf|18
FEBRUARY 2016|123456700000534|News & Media|News|59
FEBRUARY 2016|123456700000534|Sport|Sport|13
FEBRUARY 2016|123456700000534|News & Media|Science|100
FEBRUARY 2016|123456700000534|Sport|Rugby|62
FEBRUARY 2016|123456700000535|Arts & Entertainment|TV & Video|37
FEBRUARY 2016|123456700000535|Arts & Entertainment|TV & Video|57
FEBRUARY 2016|123456700000535|Sport|Sport|11
FEBRUARY 2016|123456700000535|Arts & Entertainment|TV & Video|8
FEBRUARY 2016|123456700000535|Finance|Banking|15
FEBRUARY 2016|123456700000536|News & Media|News|54
FEBRUARY 2016|123456700000536|Sport|Rugby|35
FEBRUARY 2016|123456700000536|Sport|Soccer|50
FEBRUARY 2016|123456700000536|Sport|Golf|36
FEBRUARY 2016|123456700000536|News & Media|Magazines & E-Zines|27
FEBRUARY 2016|123456700000537|Gambling|Sports Gambling|78
FEBRUARY 2016|123456700000537|Sport|Soccer|34
FEBRUARY 2016|123456700000537|Sport|Rugby|38
FEBRUARY 2016|123456700000537|Sport|Soccer|2
FEBRUARY 2016|123456700000537|News & Media|News|10
FEBRUARY 2016|123456700000538|Sport|Soccer|84
FEBRUARY 2016|123456700000538|Sport|Golf|81
FEBRUARY 2016|123456700000538|Sport|Sport|36
FEBRUARY 2016|123456700000538|Sport|Golf|94
FEBRUARY 2016|123456700000538|Sport|Soccer|95
FEBRUARY 2016|123456700000539|Books & Literature|Book Retailers|27
FEBRUARY 2016|123456700000539|Sport|Rugby|20
FEBRUARY 2016|123456700000539|Finance|Banking|68
FEBRUARY 2016|123456700000539|News & Media|Magazines & E-Zines|51
FEBRUARY 2016|123456700000539|Sport|Golf|10
FEBRUARY 2016|123456700000540|Finance|Banking|46
FEBRUARY 2016|123456700000540|Sport|Golf|66
FEBRUARY 2016|123456700000540|Books & Literature|Book Retailers|88
FEBRUARY 2016|123456700000540|Sport|Rugby|28
FEBRUARY 2016|123456700000540|Arts & Entertainment|TV & Video|57
FEBRUARY 2016|123456700000541|Sport|Golf|33
FEBRUARY 2016|123456700000541|Arts & Entertainment|TV & Video|92
FEBRUARY 2016|123456700000541|Arts & Entertainment|TV & Video|75
FEBRUARY 2016|123456700000541|News & Media|Science|93
FEBRUARY 2016|123456700000541|Arts & Entertainment|TV & Video|56
FEBRUARY 2016|123456700000542|Sport|Rugby|7
FEBRUARY 2016|123456700000542|Arts & Entertainment|TV & Video|63
FEBRUARY 2016|123456700000542|Sport|Soccer|2
FEBRUARY 2016|123456700000542|Finance|Banking|46
FEBRUARY 2016|123456700000542|Sport|Rugby|46
FEBRUARY 2016|123456700000543|Sport|Rugby|85
FEBRUARY 2016|123456700000543|Finance|Banking|48
FEBRUARY 2016|123456700000543|Sport|Golf|8
FEBRUARY 2016|123456700000543|News & Media|Magazines & E-Zines|99
FEBRUARY 2016|123456700000543|Finance|Banking|55
FEBRUARY 2016|123456700000544|Sport|Rugby|92
FEBRUARY 2016|123456700000544|Sport|Soccer|86
FEBRUARY 2016|123456700000544|Sport|Sport|7
FEBRUARY 2016|123456700000544|News & Media|News|45
FEBRUARY 2016|123456700000544|Sport|Rugby|0
FEBRUARY 2016|123456700000545|News & Media|News|99
FEBRUARY 2016|123456700000545|News & Media|Magazines & E-Zines|10
FEBRUARY 2016|123456700000545|News & Media|News|82
FEBRUARY 2016|123456700000545|Sport|Sport|75
FEBRUARY 2016|123456700000545|Finance|Banking|39
FEBRUARY 2016|123456700000546|News & Media|News|96
FEBRUARY 2016|123456700000546|Internet & Telecom|Social Networking|35
FEBRUARY 2016|123456700000546|Sport|Golf|69
FEBRUARY 2016|123456700000546|Sport|Sport|1
FEBRUARY 2016|123456700000546|Sport|Sport|88
FEBRUARY 2016|123456700000547|Sport|Golf|61
FEBRUARY 2016|123456700000547|News & Media|Magazines & E-Zines|99
FEBRUARY 2016|123456700000547|Sport|Sport|44
FEBRUARY 2016|123456700000547|Sport|Sport|99
FEBRUARY 2016|123456700000547|Sport|Soccer|97
FEBRUARY 2016|123456700000548|Sport|Rugby|10
FEBRUARY 2016|123456700000548|News & Media|Magazines & E-Zines|97
FEBRUARY 2016|123456700000548|News & Media|Magazines & E-Zines|67
FEBRUARY 2016|123456700000548|Finance|Banking|37
FEBRUARY 2016|123456700000548|Gambling|Sports Gambling|89
FEBRUARY 2016|123456700000549|Finance|Banking|51
FEBRUARY 2016|123456700000549|Books & Literature|Book Retailers|0
FEBRUARY 2016|123456700000549|Sport|Soccer|7
FEBRUARY 2016|123456700000549|Gambling|Sports Gambling|1
FEBRUARY 2016|123456700000549|Sport|Soccer|54
FEBRUARY 2016|123456700000550|News & Media|News|44
FEBRUARY 2016|123456700000550|Sport|Sport|35
FEBRUARY 2016|123456700000550|Sport|Rugby|12
FEBRUARY 2016|123456700000550|Sport|Golf|10
FEBRUARY 2016|123456700000550|Books & Literature|Book Retailers|82
FEBRUARY 2016|123456700000551|News & Media|Magazines & E-Zines|45
FEBRUARY 2016|123456700000551|Arts & Entertainment|TV & Video|5
FEBRUARY 2016|123456700000551|News & Media|News|36
FEBRUARY 2016|123456700000551|Arts & Entertainment|TV & Video|67
FEBRUARY 2016|123456700000551|Gambling|Sports Gambling|23
FEBRUARY 2016|123456700000552|Arts & Entertainment|TV & Video|65
FEBRUARY 2016|123456700000552|Sport|Soccer|11
FEBRUARY 2016|123456700000552|Sport|Rugby|4
FEBRUARY 2016|123456700000552|Gambling|Sports Gambling|37
FEBRUARY 2016|123456700000552|News & Media|News|59
FEBRUARY 2016|123456700000553|Arts & Entertainment|TV & Video|53
FEBRUARY 2016|123456700000553|News & Media|Science|54
FEBRUARY 2016|123456700000553|News & Media|News|39
FEBRUARY 2016|123456700000553|Finance|Banking|66
FEBRUARY 2016|123456700000553|Books & Literature|Book Retailers|42
FEBRUARY 2016|123456700000554|News & Media|Magazines & E-Zines|78
FEBRUARY 2016|123456700000554|Gambling|Sports Gambling|78
FEBRUARY 2016|123456700000554|News & Media|Magazines & E-Zines|59
FEBRUARY 2016|123456700000554|News & Media|Magazines & E-Zines|72
FEBRUARY 2016|123456700000554|Finance|Banking|47
FEBRUARY 2016|123456700000555|Gambling|Sports Gambling|47
FEBRUARY 2016|123456700000555|News & Media|Science|45
FEBRUARY 2016|123456700000555|News & Media|Magazines & E-Zines|61
FEBRUARY 2016|123456700000555|News & Media|Science|97
FEBRUARY 2016|123456700000555|News & Media|Science|18
FEBRUARY 2016|123456700000556|Sport|Rugby|11
FEBRUARY 2016|123456700000556|Gambling|Sports Gambling|86
FEBRUARY 2016|123456700000556|Gambling|Sports Gambling|40
FEBRUARY 2016|123456700000556|Books & Literature|Book Retailers|18
FEBRUARY 2016|123456700000556|Sport|Rugby|99
FEBRUARY 2016|123456700000557|Gambling|Sports Gambling|51
FEBRUARY 2016|123456700000557|Sport|Rugby|10
FEBRUARY 2016|123456700000557|Finance|Banking|69
FEBRUARY 2016|123456700000557|Internet & Telecom|Social Networking|18
FEBRUARY 2016|123456700000557|Sport|Rugby|89
FEBRUARY 2016|123456700000558|News & Media|Magazines & E-Zines|42
FEBRUARY 2016|123456700000558|Books & Literature|Book Retailers|24
FEBRUARY 2016|123456700000558|Arts & Entertainment|TV & Video|95
FEBRUARY 2016|123456700000558|News & Media|Science|98
FEBRUARY 2016|123456700000558|Internet & Telecom|Social Networking|38
FEBRUARY 2016|123456700000559|News & Media|News|11
FEBRUARY 2016|123456700000559|Sport|Golf|66
FEBRUARY 2016|123456700000559|Internet & Telecom|Social Networking|74
FEBRUARY 2016|123456700000559|Sport|Sport|0
FEBRUARY 2016|123456700000559|Internet & Telecom|Social Networking|38
FEBRUARY 2016|123456700000560|Internet & Telecom|Social Networking|76
FEBRUARY 2016|123456700000560|News & Media|Science|90
FEBRUARY 2016|123456700000560|Arts & Entertainment|TV & Video|91
FEBRUARY 2016|123456700000560|Internet & Telecom|Social Networking|96
FEBRUARY 2016|123456700000560|Internet & Telecom|Social Networking|79
FEBRUARY 2016|123456700000561|News & Media|News|4
FEBRUARY 2016|123456700000561|Arts & Entertainment|TV & Video|27
FEBRUARY 2016|123456700000561|Gambling|Sports Gambling|30
FEBRUARY 2016|123456700000561|Arts & Entertainment|TV & Video|5
FEBRUARY 2016|123456700000561|Books & Literature|Book Retailers|99
FEBRUARY 2016|123456700000562|Sport|Rugby|61
FEBRUARY 2016|123456700000562|Sport|Soccer|92
FEBRUARY 2016|123456700000562|Sport|Golf|66
FEBRUARY 2016|123456700000562|Books & Literature|Book Retailers|77
FEBRUARY 2016|123456700000562|Books & Literature|Book Retailers|87
FEBRUARY 2016|123456700000563|Books & Literature|Book Retailers|80
FEBRUARY 2016|123456700000563|Internet & Telecom|Social Networking|20
FEBRUARY 2016|123456700000563|Sport|Rugby|64
FEBRUARY 2016|123456700000563|Sport|Rugby|43
FEBRUARY 2016|123456700000563|Finance|Banking|90
FEBRUARY 2016|123456700000564|Sport|Soccer|89
FEBRUARY 2016|123456700000564|Finance|Banking|23
FEBRUARY 2016|123456700000564|Sport|Sport|22
FEBRUARY 2016|123456700000564|Sport|Soccer|61
FEBRUARY 2016|123456700000564|Sport|Golf|96
FEBRUARY 2016|123456700000565|Arts & Entertainment|TV & Video|18
FEBRUARY 2016|123456700000565|Sport|Rugby|72
FEBRUARY 2016|123456700000565|Internet & Telecom|Social Networking|43
FEBRUARY 2016|123456700000565|Sport|Sport|82
FEBRUARY 2016|123456700000565|Arts & Entertainment|TV & Video|30
FEBRUARY 2016|123456700000566|Books & Literature|Book Retailers|19
FEBRUARY 2016|123456700000566|Sport|Rugby|59
FEBRUARY 2016|123456700000566|News & Media|Science|82
FEBRUARY 2016|123456700000566|Finance|Banking|95
FEBRUARY 2016|123456700000566|News & Media|Science|21
FEBRUARY 2016|123456700000567|Sport|Sport|15
FEBRUARY 2016|123456700000567|Sport|Sport|68
FEBRUARY 2016|123456700000567|Sport|Golf|97
FEBRUARY 2016|123456700000567|Sport|Golf|82
FEBRUARY 2016|123456700000567|News & Media|News|97
FEBRUARY 2016|123456700000568|Sport|Rugby|33
FEBRUARY 2016|123456700000568|Internet & Telecom|Social Networking|28
FEBRUARY 2016|123456700000568|Sport|Rugby|49
FEBRUARY 2016|123456700000568|News & Media|Magazines & E-Zines|61
FEBRUARY 2016|123456700000568|Arts & Entertainment|TV & Video|40
FEBRUARY 2016|123456700000569|Sport|Rugby|22
FEBRUARY 2016|123456700000569|Sport|Golf|85
FEBRUARY 2016|123456700000569|Sport|Sport|23
FEBRUARY 2016|123456700000569|Finance|Banking|8
FEBRUARY 2016|123456700000569|Gambling|Sports Gambling|53
FEBRUARY 2016|123456700000570|Books & Literature|Book Retailers|42
FEBRUARY 2016|123456700000570|Gambling|Sports Gambling|51
FEBRUARY 2016|123456700000570|News & Media|News|15
FEBRUARY 2016|123456700000570|Finance|Banking|17
FEBRUARY 2016|123456700000570|News & Media|Science|100
FEBRUARY 2016|123456700000571|Internet & Telecom|Social Networking|70
FEBRUARY 2016|123456700000571|Gambling|Sports Gambling|73
FEBRUARY 2016|123456700000571|Sport|Sport|92
FEBRUARY 2016|123456700000571|News & Media|News|32
FEBRUARY 2016|123456700000571|Sport|Soccer|41
FEBRUARY 2016|123456700000572|Sport|Sport|75
FEBRUARY 2016|123456700000572|Books & Literature|Book Retailers|48
FEBRUARY 2016|123456700000572|Books & Literature|Book Retailers|69
FEBRUARY 2016|123456700000572|Sport|Sport|29
FEBRUARY 2016|123456700000572|Finance|Banking|62
FEBRUARY 2016|123456700000573|News & Media|News|89
FEBRUARY 2016|123456700000573|Gambling|Sports Gambling|62
FEBRUARY 2016|123456700000573|Books & Literature|Book Retailers|98
FEBRUARY 2016|123456700000573|News & Media|Science|68
FEBRUARY 2016|123456700000573|Sport|Soccer|22
FEBRUARY 2016|123456700000574|Books & Literature|Book Retailers|74
FEBRUARY 2016|123456700000574|Sport|Rugby|56
FEBRUARY 2016|123456700000574|Arts & Entertainment|TV & Video|98
FEBRUARY 2016|123456700000574|News & Media|Science|60
FEBRUARY 2016|123456700000574|Finance|Banking|33
FEBRUARY 2016|123456700000575|Finance|Banking|33
FEBRUARY 2016|123456700000575|News & Media|News|18
FEBRUARY 2016|123456700000575|Sport|Soccer|3
FEBRUARY 2016|123456700000575|News & Media|Science|73
FEBRUARY 2016|123456700000575|Gambling|Sports Gambling|94
FEBRUARY 2016|123456700000576|Sport|Golf|7
FEBRUARY 2016|123456700000576|Books & Literature|Book Retailers|1
FEBRUARY 2016|123456700000576|Internet & Telecom|Social Networking|37
FEBRUARY 2016|123456700000576|Books & Literature|Book Retailers|97
FEBRUARY 2016|123456700000576|News & Media|Science|15
FEBRUARY 2016|123456700000577|Books & Literature|Book Retailers|18
FEBRUARY 2016|123456700000577|News & Media|Science|12
FEBRUARY 2016|123456700000577|Books & Literature|Book Retailers|56
FEBRUARY 2016|123456700000577|Sport|Soccer|13
FEBRUARY 2016|123456700000577|Sport|Golf|77
FEBRUARY 2016|123456700000578|News & Media|Magazines & E-Zines|67
FEBRUARY 2016|123456700000578|News & Media|News|74
FEBRUARY 2016|123456700000578|News & Media|Science|24
FEBRUARY 2016|123456700000578|Sport|Soccer|81
FEBRUARY 2016|123456700000578|Sport|Soccer|45
FEBRUARY 2016|123456700000579|Sport|Sport|58
FEBRUARY 2016|123456700000579|Sport|Soccer|60
FEBRUARY 2016|123456700000579|Arts & Entertainment|TV & Video|82
FEBRUARY 2016|123456700000579|Sport|Golf|48
FEBRUARY 2016|123456700000579|News & Media|News|37
FEBRUARY 2016|123456700000580|Sport|Golf|92
FEBRUARY 2016|123456700000580|Arts & Entertainment|TV & Video|41
FEBRUARY 2016|123456700000580|Sport|Rugby|79
FEBRUARY 2016|123456700000580|Sport|Sport|23
FEBRUARY 2016|123456700000580|Sport|Sport|89
FEBRUARY 2016|123456700000581|News & Media|News|27
FEBRUARY 2016|123456700000581|Finance|Banking|74
FEBRUARY 2016|123456700000581|Books & Literature|Book Retailers|24
FEBRUARY 2016|123456700000581|Sport|Soccer|27
FEBRUARY 2016|123456700000581|Arts & Entertainment|TV & Video|16
FEBRUARY 2016|123456700000582|Gambling|Sports Gambling|20
FEBRUARY 2016|123456700000582|News & Media|Magazines & E-Zines|54
FEBRUARY 2016|123456700000582|News & Media|Science|8
FEBRUARY 2016|123456700000582|Finance|Banking|45
FEBRUARY 2016|123456700000582|Sport|Sport|68
FEBRUARY 2016|123456700000583|News & Media|Magazines & E-Zines|42
FEBRUARY 2016|123456700000583|Sport|Rugby|60
FEBRUARY 2016|123456700000583|Gambling|Sports Gambling|62
FEBRUARY 2016|123456700000583|Sport|Soccer|99
FEBRUARY 2016|123456700000583|News & Media|Science|88
FEBRUARY 2016|123456700000584|Sport|Golf|69
FEBRUARY 2016|123456700000584|Sport|Rugby|45
FEBRUARY 2016|123456700000584|News & Media|Science|55
FEBRUARY 2016|123456700000584|News & Media|Magazines & E-Zines|2
FEBRUARY 2016|123456700000584|Gambling|Sports Gambling|1
FEBRUARY 2016|123456700000585|News & Media|Magazines & E-Zines|62
FEBRUARY 2016|123456700000585|Sport|Soccer|40
FEBRUARY 2016|123456700000585|Arts & Entertainment|TV & Video|100
FEBRUARY 2016|123456700000585|Arts & Entertainment|TV & Video|30
FEBRUARY 2016|123456700000585|Finance|Banking|6
FEBRUARY 2016|123456700000586|Gambling|Sports Gambling|56
FEBRUARY 2016|123456700000586|Gambling|Sports Gambling|37
FEBRUARY 2016|123456700000586|Finance|Banking|38
FEBRUARY 2016|123456700000586|Sport|Golf|79
FEBRUARY 2016|123456700000586|Sport|Soccer|89
FEBRUARY 2016|123456700000587|News & Media|News|16
FEBRUARY 2016|123456700000587|Sport|Rugby|73
FEBRUARY 2016|123456700000587|Sport|Soccer|67
FEBRUARY 2016|123456700000587|Sport|Rugby|55
FEBRUARY 2016|123456700000587|News & Media|Magazines & E-Zines|70
FEBRUARY 2016|123456700000588|Finance|Banking|71
FEBRUARY 2016|123456700000588|Gambling|Sports Gambling|69
FEBRUARY 2016|123456700000588|Books & Literature|Book Retailers|8
FEBRUARY 2016|123456700000588|News & Media|Magazines & E-Zines|4
FEBRUARY 2016|123456700000588|News & Media|Science|41
FEBRUARY 2016|123456700000589|Sport|Rugby|83
FEBRUARY 2016|123456700000589|Gambling|Sports Gambling|78
FEBRUARY 2016|123456700000589|Sport|Sport|89
FEBRUARY 2016|123456700000589|Finance|Banking|48
FEBRUARY 2016|123456700000589|Sport|Soccer|37
FEBRUARY 2016|123456700000590|News & Media|Science|58
FEBRUARY 2016|123456700000590|Sport|Rugby|2
FEBRUARY 2016|123456700000590|Sport|Sport|68
FEBRUARY 2016|123456700000590|News & Media|News|15
FEBRUARY 2016|123456700000590|Sport|Golf|47
FEBRUARY 2016|123456700000591|Internet & Telecom|Social Networking|20
FEBRUARY 2016|123456700000591|News & Media|Science|100
FEBRUARY 2016|123456700000591|Finance|Banking|86
FEBRUARY 2016|123456700000591|Sport|Golf|70
FEBRUARY 2016|123456700000591|Arts & Entertainment|TV & Video|58
FEBRUARY 2016|123456700000592|Sport|Rugby|70
FEBRUARY 2016|123456700000592|Sport|Soccer|33
FEBRUARY 2016|123456700000592|Gambling|Sports Gambling|56
FEBRUARY 2016|123456700000592|Sport|Soccer|89
FEBRUARY 2016|123456700000592|Sport|Soccer|31
FEBRUARY 2016|123456700000593|Arts & Entertainment|TV & Video|15
FEBRUARY 2016|123456700000593|Sport|Sport|50
FEBRUARY 2016|123456700000593|Books & Literature|Book Retailers|89
FEBRUARY 2016|123456700000593|Sport|Golf|3
FEBRUARY 2016|123456700000593|News & Media|Magazines & E-Zines|12
FEBRUARY 2016|123456700000594|News & Media|Magazines & E-Zines|69
FEBRUARY 2016|123456700000594|News & Media|Science|84
FEBRUARY 2016|123456700000594|News & Media|Magazines & E-Zines|37
FEBRUARY 2016|123456700000594|Arts & Entertainment|TV & Video|45
FEBRUARY 2016|123456700000594|Internet & Telecom|Social Networking|57
FEBRUARY 2016|123456700000595|Sport|Golf|62
FEBRUARY 2016|123456700000595|Sport|Soccer|69
FEBRUARY 2016|123456700000595|Sport|Soccer|87
FEBRUARY 2016|123456700000595|Sport|Sport|46
FEBRUARY 2016|123456700000595|Books & Literature|Book Retailers|27
FEBRUARY 2016|123456700000596|News & Media|Science|98
FEBRUARY 2016|123456700000596|Gambling|Sports Gambling|86
FEBRUARY 2016|123456700000596|Sport|Rugby|75
FEBRUARY 2016|123456700000596|News & Media|Magazines & E-Zines|21
FEBRUARY 2016|123456700000596|Internet & Telecom|Social Networking|38
FEBRUARY 2016|123456700000597|Gambling|Sports Gambling|22
FEBRUARY 2016|123456700000597|Sport|Golf|92
FEBRUARY 2016|123456700000597|Sport|Sport|37
FEBRUARY 2016|123456700000597|Sport|Soccer|33
FEBRUARY 2016|123456700000597|News & Media|Science|54
FEBRUARY 2016|123456700000598|Sport|Sport|37
FEBRUARY 2016|123456700000598|Sport|Soccer|87
FEBRUARY 2016|123456700000598|News & Media|Science|6
FEBRUARY 2016|123456700000598|Sport|Golf|56
FEBRUARY 2016|123456700000598|News & Media|News|29
FEBRUARY 2016|123456700000599|Sport|Rugby|49
FEBRUARY 2016|123456700000599|Sport|Rugby|1
FEBRUARY 2016|123456700000599|Sport|Rugby|64
FEBRUARY 2016|123456700000599|Sport|Golf|37
FEBRUARY 2016|123456700000599|Internet & Telecom|Social Networking|4
FEBRUARY 2016|123456700000600|Sport|Golf|78
FEBRUARY 2016|123456700000600|Internet & Telecom|Social Networking|10
FEBRUARY 2016|123456700000600|Sport|Golf|2
FEBRUARY 2016|123456700000600|Books & Literature|Book Retailers|49
FEBRUARY 2016|123456700000600|Internet & Telecom|Social Networking|20
FEBRUARY 2016|123456700000601|Arts & Entertainment|TV & Video|59
FEBRUARY 2016|123456700000601|News & Media|Magazines & E-Zines|21
FEBRUARY 2016|123456700000601|Arts & Entertainment|TV & Video|37
FEBRUARY 2016|123456700000601|News & Media|Magazines & E-Zines|23
FEBRUARY 2016|123456700000601|News & Media|News|27
FEBRUARY 2016|123456700000602|Arts & Entertainment|TV & Video|100
FEBRUARY 2016|123456700000602|Books & Literature|Book Retailers|62
FEBRUARY 2016|123456700000602|Sport|Soccer|59
FEBRUARY 2016|123456700000602|News & Media|Science|14
FEBRUARY 2016|123456700000602|Internet & Telecom|Social Networking|25
FEBRUARY 2016|123456700000603|Books & Literature|Book Retailers|21
FEBRUARY 2016|123456700000603|Internet & Telecom|Social Networking|91
FEBRUARY 2016|123456700000603|News & Media|Magazines & E-Zines|54
FEBRUARY 2016|123456700000603|Books & Literature|Book Retailers|43
FEBRUARY 2016|123456700000603|Internet & Telecom|Social Networking|92
FEBRUARY 2016|123456700000604|News & Media|Magazines & E-Zines|70
FEBRUARY 2016|123456700000604|Sport|Soccer|13
FEBRUARY 2016|123456700000604|Finance|Banking|13
FEBRUARY 2016|123456700000604|News & Media|News|96
FEBRUARY 2016|123456700000604|Sport|Rugby|7
FEBRUARY 2016|123456700000605|Sport|Golf|65
FEBRUARY 2016|123456700000605|Books & Literature|Book Retailers|29
FEBRUARY 2016|123456700000605|News & Media|Science|50
FEBRUARY 2016|123456700000605|Internet & Telecom|Social Networking|88
FEBRUARY 2016|123456700000605|Sport|Golf|62
FEBRUARY 2016|123456700000606|News & Media|Science|76
FEBRUARY 2016|123456700000606|Sport|Rugby|18
FEBRUARY 2016|123456700000606|Internet & Telecom|Social Networking|86
FEBRUARY 2016|123456700000606|News & Media|Magazines & E-Zines|55
FEBRUARY 2016|123456700000606|Sport|Rugby|49
FEBRUARY 2016|123456700000607|Sport|Sport|93
FEBRUARY 2016|123456700000607|Sport|Rugby|58
FEBRUARY 2016|123456700000607|Finance|Banking|34
FEBRUARY 2016|123456700000607|Finance|Banking|13
FEBRUARY 2016|123456700000607|News & Media|Science|48
FEBRUARY 2016|123456700000608|Sport|Sport|97
FEBRUARY 2016|123456700000608|Sport|Rugby|86
FEBRUARY 2016|123456700000608|Finance|Banking|68
FEBRUARY 2016|123456700000608|Finance|Banking|48
FEBRUARY 2016|123456700000608|News & Media|Science|41
FEBRUARY 2016|123456700000609|News & Media|Magazines & E-Zines|7
FEBRUARY 2016|123456700000609|News & Media|Science|78
FEBRUARY 2016|123456700000609|Sport|Soccer|37
FEBRUARY 2016|123456700000609|Finance|Banking|20
FEBRUARY 2016|123456700000609|News & Media|News|95
FEBRUARY 2016|123456700000610|Sport|Soccer|80
FEBRUARY 2016|123456700000610|Gambling|Sports Gambling|22
FEBRUARY 2016|123456700000610|Sport|Soccer|40
FEBRUARY 2016|123456700000610|News & Media|Magazines & E-Zines|53
FEBRUARY 2016|123456700000610|Gambling|Sports Gambling|43
FEBRUARY 2016|123456700000611|Internet & Telecom|Social Networking|87
FEBRUARY 2016|123456700000611|Books & Literature|Book Retailers|49
FEBRUARY 2016|123456700000611|Internet & Telecom|Social Networking|48
FEBRUARY 2016|123456700000611|Finance|Banking|4
FEBRUARY 2016|123456700000611|News & Media|News|13
FEBRUARY 2016|123456700000612|Books & Literature|Book Retailers|27
FEBRUARY 2016|123456700000612|Books & Literature|Book Retailers|30
FEBRUARY 2016|123456700000612|Sport|Golf|4
FEBRUARY 2016|123456700000612|Arts & Entertainment|TV & Video|59
FEBRUARY 2016|123456700000612|Sport|Soccer|62
FEBRUARY 2016|123456700000613|News & Media|Magazines & E-Zines|31
FEBRUARY 2016|123456700000613|Sport|Soccer|25
FEBRUARY 2016|123456700000613|Sport|Soccer|51
FEBRUARY 2016|123456700000613|Gambling|Sports Gambling|40
FEBRUARY 2016|123456700000613|Books & Literature|Book Retailers|50
FEBRUARY 2016|123456700000614|Sport|Sport|92
FEBRUARY 2016|123456700000614|Finance|Banking|49
FEBRUARY 2016|123456700000614|Sport|Soccer|19
FEBRUARY 2016|123456700000614|Sport|Golf|78
FEBRUARY 2016|123456700000614|News & Media|News|97
FEBRUARY 2016|123456700000615|News & Media|News|26
FEBRUARY 2016|123456700000615|Sport|Golf|97
FEBRUARY 2016|123456700000615|News & Media|Magazines & E-Zines|23
