DATE|IMSI|MOBILITY PROFILE|SERVICE USAGE PROFILE
FEBRUARY 2016|123456700000905|Busy|High Voice & SMS
FEBRUARY 2016|123456700000906|Norm Peterson|High Voice & SMS
FEBRUARY 2016|123456700000907|Busy|Low Usage Overall
FEBRUARY 2016|123456700000908|Delivering The Goods|Low Usage Overall
FEBRUARY 2016|123456700000909|Homebody|High Voice & SMS
FEBRUARY 2016|123456700000910|Busy|High SMS - Low Data
FEBRUARY 2016|123456700000911|Norm Peterson|High Voice
FEBRUARY 2016|123456700000912|Night Shift|Low Usage Overall
FEBRUARY 2016|123456700000913|Daily Grinder|Average User
FEBRUARY 2016|123456700000914|Homebody|High Voice & SMS
FEBRUARY 2016|123456700000915|Norm Peterson|High Voice & SMS
FEBRUARY 2016|123456700000916|Daily Grinder|High Voice & SMS
FEBRUARY 2016|123456700000917|Delivering The Goods|Average User
FEBRUARY 2016|123456700000918|Homebody|Low Usage Overall
FEBRUARY 2016|123456700000919|Delivering The Goods|Big Data
FEBRUARY 2016|123456700000920|Busy|Average User
FEBRUARY 2016|123456700000921|Norm Peterson|Low Usage Overall
FEBRUARY 2016|123456700000922|Delivering The Goods|Low Usage Overall
FEBRUARY 2016|123456700000923|Night Shift|High Voice
FEBRUARY 2016|123456700000924|Delivering The Goods|High Voice & SMS
FEBRUARY 2016|123456700000925|Night Shift|Average User
FEBRUARY 2016|123456700000926|Delivering The Goods|High Voice
FEBRUARY 2016|123456700000927|Delivering The Goods|High Voice
FEBRUARY 2016|123456700000928|Daily Grinder|Big Data
FEBRUARY 2016|123456700000929|Night Shift|Low Usage Overall
FEBRUARY 2016|123456700000930|Night Shift|High Voice & SMS
FEBRUARY 2016|123456700000931|Night Shift|High Voice & SMS
FEBRUARY 2016|123456700000932|Night Shift|Big Data
FEBRUARY 2016|123456700000933|Delivering The Goods|Big Data
FEBRUARY 2016|123456700000934|Night Shift|Low Usage Overall
FEBRUARY 2016|123456700000935|Norm Peterson|High SMS - Low Data
FEBRUARY 2016|123456700000936|Norm Peterson|Low Usage Overall
FEBRUARY 2016|123456700000937|Delivering The Goods|Low Usage Overall
FEBRUARY 2016|123456700000938|Night Shift|High Voice & SMS
FEBRUARY 2016|123456700000939|Delivering The Goods|Low Usage Overall
FEBRUARY 2016|123456700000940|Delivering The Goods|High SMS - Low Data
FEBRUARY 2016|123456700000941|Norm Peterson|Average User
FEBRUARY 2016|123456700000942|Delivering The Goods|Big Data
FEBRUARY 2016|123456700000943|Daily Grinder|Average User
FEBRUARY 2016|123456700000944|Homebody|Average User
FEBRUARY 2016|123456700000945|Night Shift|Big Data
FEBRUARY 2016|123456700000946|Homebody|Big Data
FEBRUARY 2016|123456700000947|Busy|Low Usage Overall
FEBRUARY 2016|123456700000948|Homebody|High Voice
FEBRUARY 2016|123456700000949|Night Shift|Low Usage Overall
FEBRUARY 2016|123456700000950|Daily Grinder|High SMS - Low Data
FEBRUARY 2016|123456700000951|Delivering The Goods|Average User
FEBRUARY 2016|123456700000952|Norm Peterson|High Voice
FEBRUARY 2016|123456700000953|Busy|Big Data
FEBRUARY 2016|123456700000954|Norm Peterson|High Voice & SMS
FEBRUARY 2016|123456700000955|Daily Grinder|Low Usage Overall
FEBRUARY 2016|123456700000956|Homebody|Average User
FEBRUARY 2016|123456700000957|Daily Grinder|High Voice
FEBRUARY 2016|123456700000958|Norm Peterson|High Voice
FEBRUARY 2016|123456700000959|Night Shift|High SMS - Low Data
FEBRUARY 2016|123456700000960|Delivering The Goods|High Voice & SMS
FEBRUARY 2016|123456700000961|Homebody|High SMS - Low Data
FEBRUARY 2016|123456700000962|Busy|High SMS - Low Data
FEBRUARY 2016|123456700000963|Daily Grinder|Average User
FEBRUARY 2016|123456700000964|Busy|Big Data
FEBRUARY 2016|123456700000965|Busy|High SMS - Low Data
FEBRUARY 2016|123456700000966|Night Shift|High Voice
FEBRUARY 2016|123456700000967|Busy|Big Data
FEBRUARY 2016|123456700000968|Night Shift|Low Usage Overall
FEBRUARY 2016|123456700000969|Busy|Big Data
FEBRUARY 2016|123456700000970|Delivering The Goods|High Voice
FEBRUARY 2016|123456700000971|Busy|High Voice
FEBRUARY 2016|123456700000972|Night Shift|High Voice & SMS
FEBRUARY 2016|123456700000973|Norm Peterson|Average User
FEBRUARY 2016|123456700000974|Night Shift|High SMS - Low Data
FEBRUARY 2016|123456700000975|Homebody|Average User
FEBRUARY 2016|123456700000976|Daily Grinder|Average User
FEBRUARY 2016|123456700000977|Busy|Average User
FEBRUARY 2016|123456700000978|Busy|High Voice
FEBRUARY 2016|123456700000979|Night Shift|High Voice
FEBRUARY 2016|123456700000980|Busy|Low Usage Overall
FEBRUARY 2016|123456700000981|Busy|Average User
FEBRUARY 2016|123456700000982|Homebody|Low Usage Overall
FEBRUARY 2016|123456700000983|Homebody|High Voice
FEBRUARY 2016|123456700000984|Norm Peterson|High SMS - Low Data
FEBRUARY 2016|123456700000985|Daily Grinder|Low Usage Overall
FEBRUARY 2016|123456700000986|Delivering The Goods|High Voice & SMS
FEBRUARY 2016|123456700000987|Busy|High Voice & SMS
FEBRUARY 2016|123456700000988|Daily Grinder|High SMS - Low Data
FEBRUARY 2016|123456700000989|Delivering The Goods|High Voice & SMS
FEBRUARY 2016|123456700000990|Night Shift|High Voice
FEBRUARY 2016|123456700000991|Norm Peterson|Low Usage Overall
FEBRUARY 2016|123456700000992|Night Shift|Average User
FEBRUARY 2016|123456700000993|Norm Peterson|High SMS - Low Data
FEBRUARY 2016|123456700000994|Norm Peterson|High Voice & SMS
FEBRUARY 2016|123456700000995|Norm Peterson|Low Usage Overall
FEBRUARY 2016|123456700000996|Daily Grinder|Big Data
FEBRUARY 2016|123456700000997|Night Shift|High Voice
FEBRUARY 2016|123456700000998|Daily Grinder|Average User
FEBRUARY 2016|123456700000999|Busy|Average User
